identifierHash,type,country,language,socialNbFollowers,socialNbFollows,socialProductsLiked,productsListed,productsSold,productsPassRate,productsWished,productsBought,gender,civilityGenderId,civilityTitle,hasAnyApp,hasAndroidApp,hasIosApp,hasProfilePicture,daysSinceLastLogin,seniority,seniorityAsMonths,seniorityAsYears,countryCode
4724699497076610619,user,France,fr,7,9,55,1,1,0,13,5,F,2,mrs,TRUE,FALSE,TRUE,FALSE,15,2854,95.13,7.93,fr
6512674473594894687,user,France,fr,7,8,1,0,1,0,0,0,F,2,mrs,TRUE,TRUE,FALSE,TRUE,310,2854,95.13,7.93,fr
3136609292878977863,user,France,fr,7,8,1,1,1,0,1,0,F,2,mrs,TRUE,TRUE,FALSE,FALSE,583,2854,95.13,7.93,fr
3973164512306925562,user,Espagne,es,7,9,14,3,1,0,4,1,F,2,mrs,FALSE,FALSE,FALSE,FALSE,43,2853,95.1,7.92,es
8408942562360168428,user,Royaume-Uni,en,7,11,4,0,1,0,15,1,M,1,mr,TRUE,FALSE,TRUE,TRUE,590,2853,95.1,7.92,gb
8043779746137548435,user,Allemagne,de,7,8,112,0,1,0,61,2,F,2,mrs,TRUE,FALSE,TRUE,TRUE,25,2852,95.07,7.92,de
-2.64526E+17,user,France,fr,7,16,82,0,1,0,44,16,F,2,mrs,FALSE,FALSE,FALSE,TRUE,18,2852,95.07,7.92,fr
-1.99632E+18,user,Royaume-Uni,en,7,8,0,0,1,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,158,2852,95.07,7.92,gb
-2.87558E+18,user,France,fr,7,19,0,0,1,0,16,0,M,1,mr,FALSE,FALSE,FALSE,TRUE,181,3205,106.83,8.9,fr
688670714614561978,user,Roumanie,en,7,8,3,0,1,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,425,3205,106.83,8.9,ro
-7.17963E+17,user,Royaume-Uni,en,7,8,0,0,1,0,0,0,M,1,mr,TRUE,FALSE,TRUE,TRUE,397,3205,106.83,8.9,gb
-6.35521E+18,user,Allemagne,de,7,9,1,0,1,0,0,0,M,1,mr,TRUE,FALSE,TRUE,TRUE,472,3205,106.83,8.9,de
-5.21116E+18,user,Suisse,fr,7,9,1,2,1,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,644,3204,106.8,8.9,ch
4038700706729482842,user,Royaume-Uni,en,7,8,157,3,1,0,1,6,F,2,mrs,TRUE,FALSE,TRUE,FALSE,11,3204,106.8,8.9,gb
-4.64748E+18,user,Royaume-Uni,en,7,8,0,0,1,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,708,3204,106.8,8.9,gb
5051065263770585866,user,Etats-Unis,en,7,10,11,2,1,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,15,3204,106.8,8.9,us
8807329676914125933,user,Pays-Bas,en,6,8,0,5,1,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,16,3204,106.8,8.9,nl
7035754472753954902,user,Etats-Unis,en,6,8,0,0,1,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,681,3203,106.77,8.9,us
-1.90909E+17,user,Italie,en,6,12,0,0,1,0,1,1,M,1,mr,TRUE,FALSE,TRUE,TRUE,488,3203,106.77,8.9,it
-3.33629E+18,user,Su?de,en,6,8,2,0,1,0,0,0,M,1,mr,TRUE,FALSE,TRUE,TRUE,188,3203,106.77,8.9,se
-3.67081E+18,user,Italie,it,6,10,36,5,1,0,1,1,M,1,mr,FALSE,FALSE,FALSE,TRUE,11,3203,106.77,8.9,it
1616232223949239186,user,France,fr,6,8,0,0,1,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,612,3203,106.77,8.9,fr
-1.59416E+18,user,Italie,it,6,8,107,0,1,0,3,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,28,3203,106.77,8.9,it
7663706040877366596,user,Royaume-Uni,en,6,8,14,1,1,0,11,1,F,3,miss,TRUE,FALSE,TRUE,TRUE,11,3203,106.77,8.9,gb
-3.01401E+18,user,France,fr,6,8,0,0,1,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,657,3203,106.77,8.9,fr
8208641501374631115,user,Espagne,es,6,8,0,0,1,0,0,0,F,2,mrs,TRUE,TRUE,FALSE,TRUE,689,3203,106.77,8.9,es
-2.69897E+17,user,France,fr,6,8,1,0,1,0,0,0,F,2,mrs,TRUE,TRUE,FALSE,TRUE,584,3202,106.73,8.89,fr
5304749219215594355,user,Etats-Unis,en,6,8,0,0,1,0,0,1,F,2,mrs,TRUE,FALSE,TRUE,TRUE,681,3202,106.73,8.89,us
-4.72755E+18,user,Autriche,de,6,8,3,0,1,0,1,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,273,3202,106.73,8.89,at
-6.94942E+18,user,France,fr,6,10,6,0,1,0,0,0,M,1,mr,FALSE,FALSE,FALSE,TRUE,640,3202,106.73,8.89,fr
2005746063549949323,user,France,fr,6,8,1,2,1,0,1,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,102,3202,106.73,8.89,fr
-1.16088E+18,user,Slovaquie,en,6,9,2,0,1,0,1,0,M,1,mr,TRUE,FALSE,TRUE,FALSE,19,3202,106.73,8.89,sk
-1.77881E+18,user,Italie,it,6,8,1,0,1,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,460,3205,106.83,8.9,it
-7.73721E+18,user,Italie,it,6,8,2,2,1,0,0,0,F,2,mrs,TRUE,TRUE,FALSE,TRUE,477,3205,106.83,8.9,it
-2.56637E+17,user,Royaume-Uni,en,6,8,0,0,1,0,0,0,M,1,mr,TRUE,FALSE,TRUE,TRUE,689,3201,106.7,8.89,gb
8861930367018869557,user,France,fr,6,8,0,0,1,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,23,3201,106.7,8.89,fr
4127529099444796094,user,Royaume-Uni,en,6,8,12,0,1,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,16,3201,106.7,8.89,gb
-3.64849E+18,user,Su?de,en,6,9,0,0,1,0,0,4,M,1,mr,FALSE,FALSE,FALSE,TRUE,328,3201,106.7,8.89,se
6988654383619192675,user,Su?de,en,6,8,3,0,1,0,0,0,M,1,mr,TRUE,FALSE,TRUE,TRUE,680,3200,106.67,8.89,se
6288562319289729298,user,Allemagne,en,6,8,2,0,1,0,0,0,M,1,mr,TRUE,FALSE,TRUE,TRUE,90,3200,106.67,8.89,de
-9.11966E+17,user,France,fr,6,8,0,0,1,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,FALSE,346,3200,106.67,8.89,fr
9174856632942776482,user,Allemagne,de,6,8,0,0,1,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,704,3200,106.67,8.89,de
-5.78247E+18,user,France,fr,6,8,0,0,1,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,664,3200,106.67,8.89,fr
-5.72591E+18,user,Hong Kong,en,6,8,18,11,1,0,5,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,11,3200,106.67,8.89,hk
-8.01688E+18,user,France,fr,6,8,0,0,1,0,11,2,M,1,mr,FALSE,FALSE,FALSE,FALSE,11,3200,106.67,8.89,fr
-2.67076E+18,user,France,fr,6,12,112,0,1,0,65,9,M,1,mr,TRUE,FALSE,TRUE,TRUE,11,3200,106.67,8.89,fr
7444380505691456561,user,Espagne,es,6,8,0,0,1,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,191,3199,106.63,8.89,es
-4.69286E+18,user,Espagne,es,6,8,0,0,1,0,0,0,M,1,mr,TRUE,FALSE,TRUE,FALSE,670,3199,106.63,8.89,es
-5.53692E+18,user,France,fr,6,8,0,3,1,0,0,0,M,1,mr,TRUE,FALSE,TRUE,TRUE,284,3199,106.63,8.89,fr
-5.6474E+18,user,Su?de,en,6,8,0,0,1,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,672,3199,106.63,8.89,se
7472988524546001411,user,France,fr,6,8,2,0,1,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,546,3199,106.63,8.89,fr
8378376988340558114,user,France,fr,6,8,1,0,1,0,0,0,F,2,mrs,TRUE,TRUE,FALSE,FALSE,372,3199,106.63,8.89,fr
-8.38737E+18,user,Luxembourg,en,6,9,121,1,1,0,2,2,F,2,mrs,TRUE,FALSE,TRUE,TRUE,33,3199,106.63,8.89,lu
7730927443926014456,user,Pays-Bas,en,6,8,0,0,1,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,FALSE,626,3199,106.63,8.89,nl
6285522531482017123,user,France,fr,6,8,0,0,1,0,0,0,M,1,mr,FALSE,FALSE,FALSE,TRUE,184,3199,106.63,8.89,fr
-2.01284E+18,user,France,en,6,8,0,0,1,0,0,0,M,1,mr,FALSE,FALSE,FALSE,FALSE,395,3199,106.63,8.89,fr
-7.85888E+18,user,Royaume-Uni,en,6,8,0,1,1,0,0,0,M,1,mr,TRUE,FALSE,TRUE,TRUE,209,3205,106.83,8.9,gb
3214601847113559637,user,Italie,en,6,12,52,2,1,0,446,8,F,2,mrs,FALSE,FALSE,FALSE,TRUE,11,3198,106.6,8.88,it
-4.73972E+18,user,Royaume-Uni,en,6,10,9,1,1,0,2,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,39,3198,106.6,8.88,gb
3946290263312539951,user,France,fr,6,8,0,0,1,0,0,0,M,1,mr,FALSE,FALSE,FALSE,TRUE,533,3198,106.6,8.88,fr
-3.19283E+17,user,France,fr,6,8,3,1,1,0,47,13,F,2,mrs,FALSE,FALSE,FALSE,FALSE,13,3198,106.6,8.88,fr
-7.34357E+18,user,Etats-Unis,en,6,12,16,3,1,0,214,8,F,2,mrs,TRUE,FALSE,TRUE,TRUE,11,3198,106.6,8.88,us
6677437531458984137,user,Etats-Unis,en,6,8,0,2,1,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,94,3198,106.6,8.88,us
1012873379166937614,user,Islande,en,6,8,15,2,1,0,15,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,11,3198,106.6,8.88,is
5796299254398184176,user,Etats-Unis,en,6,8,0,1,1,0,0,0,F,3,miss,FALSE,FALSE,FALSE,TRUE,251,3198,106.6,8.88,us
3244506697200154774,user,Estonie,en,6,8,0,0,1,0,0,0,M,1,mr,TRUE,FALSE,TRUE,TRUE,384,3198,106.6,8.88,ee
6809420621070583141,user,Pays-Bas,en,6,9,2,3,1,0,2,1,M,1,mr,TRUE,FALSE,TRUE,FALSE,19,3197,106.57,8.88,nl
-2.26868E+18,user,Allemagne,en,6,8,21,3,1,0,5,0,F,2,mrs,FALSE,FALSE,FALSE,FALSE,165,3197,106.57,8.88,de
-6.87472E+18,user,France,fr,6,8,0,0,1,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,41,3197,106.57,8.88,fr
7103552153587726206,user,France,fr,6,10,0,0,1,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,687,3197,106.57,8.88,fr
8205049268779608688,user,Italie,it,6,8,0,0,1,0,0,1,F,2,mrs,TRUE,FALSE,TRUE,TRUE,57,3197,106.57,8.88,it
1763665784876890180,user,France,fr,6,8,0,0,1,0,29,3,F,2,mrs,FALSE,FALSE,FALSE,FALSE,574,3196,106.53,8.88,fr
5797658693448620896,user,Espagne,es,6,8,1,0,1,0,0,0,M,1,mr,FALSE,FALSE,FALSE,TRUE,353,3196,106.53,8.88,es
-6.84513E+18,user,Italie,it,6,8,20,0,1,0,17,2,F,2,mrs,TRUE,TRUE,FALSE,TRUE,371,3195,106.5,8.88,it
-2.18697E+18,user,France,fr,6,9,2,1,1,0,2,1,F,2,mrs,TRUE,TRUE,FALSE,TRUE,357,3195,106.5,8.88,fr
5612881744330665683,user,Belgique,en,6,14,0,0,1,0,0,0,M,1,mr,TRUE,FALSE,TRUE,TRUE,426,3195,106.5,8.88,be
2613177600988478389,user,France,fr,6,8,0,3,1,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,36,3195,106.5,8.88,fr
2169876234104903621,user,Royaume-Uni,en,6,9,2,0,1,0,0,1,F,3,miss,TRUE,TRUE,FALSE,TRUE,64,2859,95.3,7.94,gb
-5.86593E+18,user,France,fr,6,9,1,0,1,0,1,2,F,2,mrs,FALSE,FALSE,FALSE,TRUE,25,2859,95.3,7.94,fr
-1.77722E+17,user,Royaume-Uni,en,6,8,0,0,1,0,0,0,M,1,mr,TRUE,FALSE,TRUE,FALSE,399,2859,95.3,7.94,gb
-8.21953E+18,user,Suisse,fr,6,8,0,0,1,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,255,2858,95.27,7.94,ch
-2.77821E+18,user,Italie,it,6,8,0,0,1,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,FALSE,620,2858,95.27,7.94,it
7947429934496720290,user,Gr?ce,en,6,8,36,3,1,0,2,1,F,2,mrs,TRUE,FALSE,TRUE,TRUE,22,2858,95.27,7.94,gr
-9.1046E+18,user,France,fr,6,8,0,3,1,0,0,0,M,1,mr,TRUE,FALSE,TRUE,TRUE,184,2857,95.23,7.94,fr
879472268951159855,user,Espagne,es,6,8,0,0,1,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,362,2857,95.23,7.94,es
1648610315861314181,user,France,fr,6,8,0,1,1,0,0,0,F,3,miss,TRUE,TRUE,FALSE,TRUE,696,2857,95.23,7.94,fr
-7.15541E+18,user,Italie,it,6,8,0,0,1,0,0,0,F,3,miss,FALSE,FALSE,FALSE,TRUE,615,2857,95.23,7.94,it
-8.7324E+18,user,Pologne,en,6,9,4,2,1,0,11,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,16,2857,95.23,7.94,pl
-6.83391E+18,user,Allemagne,de,6,8,41,1,1,0,138,17,F,2,mrs,TRUE,FALSE,TRUE,TRUE,13,2857,95.23,7.94,de
-3.52731E+18,user,France,en,6,8,1,0,1,0,0,0,F,3,miss,TRUE,TRUE,FALSE,TRUE,386,2857,95.23,7.94,fr
4812720582352594731,user,Italie,it,6,8,0,0,1,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,202,2857,95.23,7.94,it
-3.15578E+17,user,France,fr,6,8,11,0,1,0,0,0,M,1,mr,TRUE,FALSE,TRUE,TRUE,12,2857,95.23,7.94,fr
-3.53336E+18,user,Royaume-Uni,en,6,8,0,0,1,0,0,0,M,1,mr,TRUE,FALSE,TRUE,TRUE,616,2857,95.23,7.94,gb
-2.61418E+18,user,France,fr,6,8,0,1,1,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,FALSE,251,2857,95.23,7.94,fr
1107744944795649883,user,Etats-Unis,en,6,8,1,0,1,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,239,2857,95.23,7.94,us
-1.11173E+17,user,France,fr,6,8,0,0,1,0,0,0,M,1,mr,FALSE,FALSE,FALSE,TRUE,336,2856,95.2,7.93,fr
-2.16677E+18,user,France,fr,6,8,8,0,1,0,16,4,F,2,mrs,FALSE,FALSE,FALSE,TRUE,15,2856,95.2,7.93,fr
569301429561740442,user,France,fr,6,9,8,0,1,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,60,2856,95.2,7.93,fr
6965454203194164116,user,France,fr,6,9,2,1,1,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,624,2856,95.2,7.93,fr
-6.53853E+18,user,Royaume-Uni,en,6,8,3,0,1,0,0,0,F,2,mrs,TRUE,TRUE,TRUE,TRUE,100,2856,95.2,7.93,gb
-5.72109E+18,user,Allemagne,es,6,8,1,0,1,0,0,0,M,1,mr,TRUE,TRUE,FALSE,TRUE,690,2855,95.17,7.93,de
6874313356583238553,user,Royaume-Uni,en,6,8,0,0,1,0,0,0,F,3,miss,FALSE,FALSE,FALSE,TRUE,634,2855,95.17,7.93,gb
-6.88429E+18,user,Royaume-Uni,en,6,9,33,0,1,0,3,2,F,2,mrs,TRUE,FALSE,TRUE,TRUE,49,2855,95.17,7.93,gb
-6.28616E+18,user,Su?de,en,6,8,0,0,1,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,683,2854,95.13,7.93,se
-8.76689E+18,user,France,fr,6,8,3,0,1,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,FALSE,664,2853,95.1,7.92,fr
7795094813716397834,user,Allemagne,de,6,9,241,0,1,0,30,4,F,2,mrs,FALSE,FALSE,FALSE,TRUE,11,2853,95.1,7.92,de
-1.69183E+18,user,France,en,6,8,1,6,1,0,0,0,F,3,miss,FALSE,FALSE,FALSE,TRUE,318,2853,95.1,7.92,fr
894477515152634485,user,France,fr,6,8,0,0,1,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,610,2853,95.1,7.92,fr
-3.31972E+18,user,France,fr,6,10,45,2,1,0,1,3,F,2,mrs,TRUE,TRUE,FALSE,TRUE,45,2853,95.1,7.92,fr
-2.13363E+18,user,France,fr,6,9,14,1,1,0,34,12,M,1,mr,TRUE,TRUE,FALSE,TRUE,259,2852,95.07,7.92,fr
-7.75538E+17,user,France,fr,6,8,13,0,1,0,3,1,F,2,mrs,TRUE,FALSE,TRUE,FALSE,13,2852,95.07,7.92,fr
6684551304053556789,user,Italie,it,6,8,30,2,1,0,6,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,21,2852,95.07,7.92,it
4302679413448705942,user,France,fr,6,8,0,1,1,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,46,3205,106.83,8.9,fr
4002035292202970221,user,Allemagne,en,6,9,87,3,1,0,5,3,F,2,mrs,TRUE,FALSE,TRUE,TRUE,15,3205,106.83,8.9,de
1669501015166926983,user,Royaume-Uni,en,6,10,0,0,1,0,0,1,M,1,mr,FALSE,FALSE,FALSE,TRUE,688,3205,106.83,8.9,gb
-2.0826E+18,user,Italie,it,6,9,31,0,1,0,0,1,F,2,mrs,TRUE,FALSE,TRUE,TRUE,16,3205,106.83,8.9,it
5080183931845383079,user,France,fr,6,8,5,0,1,0,30,4,M,1,mr,TRUE,FALSE,TRUE,TRUE,125,3204,106.8,8.9,fr
-1.29066E+18,user,France,fr,6,9,12,1,1,0,1,0,F,3,miss,FALSE,FALSE,FALSE,TRUE,80,3204,106.8,8.9,fr
8674310934362608995,user,Italie,it,6,8,0,0,1,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,602,3204,106.8,8.9,it
-6.94115E+18,user,Allemagne,de,6,9,0,0,1,0,0,4,M,1,mr,FALSE,FALSE,FALSE,TRUE,508,3204,106.8,8.9,de
299841329194084094,user,Etats-Unis,en,6,8,5,0,1,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,690,3204,106.8,8.9,us
5567159560400424964,user,Royaume-Uni,en,6,8,0,1,1,0,0,0,F,3,miss,TRUE,FALSE,TRUE,TRUE,18,3204,106.8,8.9,gb
-4.92704E+18,user,Autriche,de,6,8,0,1,1,0,0,1,F,2,mrs,TRUE,TRUE,FALSE,TRUE,116,3204,106.8,8.9,at
-3.85499E+18,user,Espagne,es,6,8,0,3,1,0,0,0,M,1,mr,TRUE,FALSE,TRUE,TRUE,11,3204,106.8,8.9,es
-4.48019E+18,user,Hong Kong,en,5,8,6,0,1,0,223,3,M,1,mr,TRUE,FALSE,TRUE,TRUE,16,3205,106.83,8.9,hk
7468376636685520395,user,France,fr,5,15,3,0,1,0,8,1,F,2,mrs,TRUE,TRUE,FALSE,TRUE,166,3204,106.8,8.9,fr
-1.28644E+18,user,Etats-Unis,en,5,8,20,1,1,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,93,3203,106.77,8.9,us
7491083167676908079,user,France,fr,5,8,3,1,1,0,0,0,M,1,mr,FALSE,FALSE,FALSE,TRUE,153,3203,106.77,8.9,fr
1158249781624270702,user,France,fr,5,11,0,2,1,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,540,3203,106.77,8.9,fr
7308771098128634888,user,Royaume-Uni,en,5,8,0,0,1,0,0,0,F,3,miss,FALSE,FALSE,FALSE,TRUE,54,3203,106.77,8.9,gb
1637814465075432705,user,Etats-Unis,en,5,8,0,0,1,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,704,3203,106.77,8.9,us
-3.46286E+16,user,Allemagne,de,5,8,0,0,1,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,706,3203,106.77,8.9,de
-1.16676E+18,user,France,fr,5,7,0,0,1,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,676,3203,106.77,8.9,fr
-7.64138E+18,user,Royaume-Uni,en,5,9,0,0,1,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,132,3202,106.73,8.89,gb
1172194734536774056,user,France,fr,5,8,0,0,1,0,0,0,M,1,mr,FALSE,FALSE,FALSE,TRUE,383,3202,106.73,8.89,fr
8512528526136153199,user,Royaume-Uni,en,5,8,0,2,1,0,0,0,F,3,miss,TRUE,FALSE,TRUE,TRUE,42,3202,106.73,8.89,gb
4429226303911998288,user,France,fr,5,8,0,0,1,0,0,0,M,1,mr,TRUE,FALSE,TRUE,TRUE,632,3202,106.73,8.89,fr
6075086676873413865,user,France,fr,5,8,0,0,1,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,383,3202,106.73,8.89,fr
-1.90821E+18,user,Royaume-Uni,en,5,8,0,1,1,0,0,0,F,3,miss,FALSE,FALSE,FALSE,TRUE,455,3202,106.73,8.89,gb
-7.34601E+18,user,Irlande,en,5,8,0,0,1,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,679,3202,106.73,8.89,ie
-8.67325E+18,user,Royaume-Uni,en,5,8,0,0,1,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,358,3202,106.73,8.89,gb
-8.02656E+17,user,Royaume-Uni,en,5,8,0,3,1,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,427,3205,106.83,8.9,gb
-7.12871E+18,user,Royaume-Uni,en,5,8,1,4,1,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,FALSE,15,3205,106.83,8.9,gb
-2.3139E+18,user,France,fr,5,10,9,0,1,0,1,0,F,3,miss,TRUE,FALSE,TRUE,TRUE,23,3205,106.83,8.9,fr
2836131340838623264,user,Autriche,de,5,8,3,0,1,0,23,2,M,1,mr,FALSE,FALSE,FALSE,TRUE,524,3201,106.7,8.89,at
-8.04421E+18,user,France,fr,5,8,1,0,1,0,0,0,F,2,mrs,TRUE,TRUE,FALSE,TRUE,610,3201,106.7,8.89,fr
-6.52274E+18,user,Roumanie,en,5,8,11,18,1,0,38,1,F,2,mrs,FALSE,FALSE,FALSE,FALSE,14,3201,106.7,8.89,ro
-7.46125E+18,user,France,fr,5,8,0,2,1,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,630,3201,106.7,8.89,fr
-6.5449E+18,user,Espagne,es,5,8,1,0,1,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,687,3201,106.7,8.89,es
4205686360989854238,user,Royaume-Uni,en,5,0,0,0,1,0,0,0,F,3,miss,FALSE,FALSE,FALSE,TRUE,343,3201,106.7,8.89,gb
790293025155799700,user,Belgique,fr,5,13,15,0,1,0,6,1,F,2,mrs,TRUE,FALSE,TRUE,TRUE,41,3201,106.7,8.89,be
4364675655729722117,user,France,fr,5,8,0,0,1,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,671,3201,106.7,8.89,fr
4605483254367661230,user,Etats-Unis,en,5,8,0,0,1,0,0,1,M,1,mr,FALSE,FALSE,FALSE,TRUE,274,3201,106.7,8.89,us
8506505533193556167,user,Lettonie,en,5,0,2,0,1,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,FALSE,447,3201,106.7,8.89,lv
8590217273059708935,user,France,fr,5,8,2,0,1,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,FALSE,635,3200,106.67,8.89,fr
6351297206319031426,user,France,fr,5,9,0,0,1,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,17,3200,106.67,8.89,fr
3190018499052949872,user,Espagne,es,5,8,0,0,1,0,0,0,F,2,mrs,TRUE,TRUE,FALSE,TRUE,658,3200,106.67,8.89,es
1429069778484224733,user,Espagne,es,5,8,0,0,1,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,659,3200,106.67,8.89,es
-2.35636E+18,user,France,fr,5,8,0,2,1,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,15,3200,106.67,8.89,fr
3744053718741704050,user,Etats-Unis,en,5,8,0,0,1,0,0,0,F,3,miss,FALSE,FALSE,FALSE,TRUE,611,3200,106.67,8.89,us
7427689020232503773,user,France,fr,5,10,12,6,1,0,3,4,M,1,mr,TRUE,FALSE,TRUE,TRUE,15,3205,106.83,8.9,fr
-4.09755E+17,user,France,fr,5,8,0,0,1,0,0,0,M,1,mr,TRUE,FALSE,TRUE,TRUE,638,3205,106.83,8.9,fr
-7.76282E+18,user,Italie,it,5,8,0,0,1,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,665,3205,106.83,8.9,it
7736816813179166259,user,France,fr,5,8,2,0,1,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,FALSE,25,3199,106.63,8.89,fr
344409231554546988,user,France,fr,5,8,0,0,1,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,FALSE,673,3199,106.63,8.89,fr
4097775033612162457,user,France,fr,5,8,31,0,1,0,1,1,F,3,miss,TRUE,FALSE,TRUE,TRUE,22,3199,106.63,8.89,fr
-3.22231E+18,user,Royaume-Uni,en,5,8,0,0,1,0,0,0,F,3,miss,FALSE,FALSE,FALSE,TRUE,672,3199,106.63,8.89,gb
7965586723519436744,user,Allemagne,de,5,10,16,0,1,0,1,2,M,1,mr,TRUE,TRUE,FALSE,TRUE,154,3199,106.63,8.89,de
-3.18174E+18,user,France,fr,5,8,0,0,1,0,0,0,M,1,mr,FALSE,FALSE,FALSE,TRUE,649,3199,106.63,8.89,fr
-7.76617E+18,user,Royaume-Uni,en,5,9,1,0,1,0,2,0,M,1,mr,FALSE,FALSE,FALSE,TRUE,440,3198,106.6,8.88,gb
-1.65928E+18,user,Italie,it,5,9,1,3,1,0,1,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,181,3198,106.6,8.88,it
-6.03138E+18,user,Espagne,es,5,8,0,0,1,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,625,3198,106.6,8.88,es
178559504554035349,user,Royaume-Uni,en,5,8,86,0,1,0,4,2,F,2,mrs,FALSE,FALSE,FALSE,TRUE,14,3198,106.6,8.88,gb
2435054575738790374,user,Etats-Unis,en,5,8,3,0,1,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,561,3198,106.6,8.88,us
-5.10669E+17,user,Allemagne,en,5,9,109,3,1,0,8,8,M,1,mr,TRUE,TRUE,FALSE,TRUE,14,3197,106.57,8.88,de
-3.81743E+18,user,France,fr,5,15,420,0,1,0,5,0,F,2,mrs,TRUE,TRUE,FALSE,TRUE,11,3197,106.57,8.88,fr
6347588832238853236,user,Roumanie,en,5,5,15,1,1,0,0,5,M,1,mr,TRUE,FALSE,TRUE,TRUE,40,3197,106.57,8.88,ro
7290711942334690472,user,France,fr,5,8,0,2,1,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,691,3197,106.57,8.88,fr
-5.4686E+18,user,France,fr,5,8,9,0,1,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,231,3197,106.57,8.88,fr
